# Method, Target component, Property, Sub-component, Restriction
NONE,VFREEBUSY,UID,NONE,ZEROORONE
NONE,VFREEBUSY,URL,NONE,ZEROORONE
NONE,VFREEBUSY,VERSION,NONE,ZERO
NONE,VFREEBUSY,X,NONE,ZEROPLUS
NONE,VTIMEZONE,ACTION,NONE,ZERO
NONE,VTIMEZONE,ATTACH,NONE,ZERO
NONE,VTIMEZONE,ATTENDEE,NONE,ZERO
NONE,VTIMEZONE,CALSCALE,NONE,ZERO
NONE,VTIMEZONE,CATEGORIES,NONE,ZERO
NONE,VTIMEZONE,CLASS,NONE,ZERO
NONE,VTIMEZONE,COMMENT,NONE,ZERO
NONE,VTIMEZONE,COMPLETED,NONE,ZERO
NONE,VTIMEZONE,CONTACT,NONE,ZERO
NONE,VTIMEZONE,CREATED,NONE,ZERO
NONE,VTIMEZONE,DESCRIPTION,NONE,ZERO
NONE,VTIMEZONE,DTEND,NONE,ZERO
NONE,VTIMEZONE,DTSTAMP,NONE,ZERO
NONE,VTIMEZONE,DTSTART,NONE,ZERO
NONE,VTIMEZONE,DUE,NONE,ZERO
NONE,VTIMEZONE,DURATION,NONE,ZERO
NONE,VTIMEZONE,EXDATE,NONE,ZERO
NONE,VTIMEZONE,EXRULE,NONE,ZERO
NONE,VTIMEZONE,FREEBUSY,NONE,ZERO
NONE,VTIMEZONE,GEO,NONE,ZERO
NONE,VTIMEZONE,LASTMODIFIED,NONE,ZEROORONE
NONE,VTIMEZONE,LOCATION,NONE,ZERO
NONE,VTIMEZONE,METHOD,NONE,ZERO
NONE,VTIMEZONE,ORGANIZER,NONE,ZERO
NONE,VTIMEZONE,PERCENTCOMPLETE,NONE,ZERO
NONE,VTIMEZONE,PRIORITY,NONE,ZERO
NONE,VTIMEZONE,PRODID,NONE,ZERO
NONE,VTIMEZONE,RDATE,NONE,ZERO
NONE,VTIMEZONE,RECURRENCEID,NONE,ZERO
NONE,VTIMEZONE,RELATEDTO,NONE,ZERO
NONE,VTIMEZONE,REPEAT,NONE,ZERO
NONE,VTIMEZONE,REQUESTSTATUS,NONE,ZERO
NONE,VTIMEZONE,RESOURCES,NONE,ZERO
NONE,VTIMEZONE,RRULE,NONE,ZERO
NONE,VTIMEZONE,SEQUENCE,NONE,ZERO
NONE,VTIMEZONE,STATUS,NONE,ZERO
NONE,VTIMEZONE,SUMMARY,NONE,ZERO
NONE,VTIMEZONE,TRANSP,NONE,ZERO
NONE,VTIMEZONE,TRIGGER,NONE,ZERO
NONE,VTIMEZONE,TZID,NONE,ONE
NONE,VTIMEZONE,TZNAME,NONE,ZERO
NONE,VTIMEZONE,TZOFFSETFROM,NONE,ZERO
NONE,VTIMEZONE,TZOFFSETTO,NONE,ZERO
NONE,VTIMEZONE,TZURL,NONE,ZEROPLUS
NONE,VTIMEZONE,UID,NONE,ZERO
NONE,VTIMEZONE,URL,NONE,ZERO
NONE,VTIMEZONE,VERSION,NONE,ZERO
NONE,VTIMEZONE,X,NONE,ZEROORONE
NONE,XSTANDARD,ACTION,NONE,ZERO
NONE,XSTANDARD,ATTACH,NONE,ZERO
NONE,XSTANDARD,ATTENDEE,NONE,ZERO
NONE,XSTANDARD,CALSCALE,NONE,ZERO
NONE,XSTANDARD,CATEGORIES,NONE,ZERO
NONE,XSTANDARD,CLASS,NONE,ZERO
NONE,XSTANDARD,COMMENT,NONE,ZEROPLUS
NONE,XSTANDARD,COMPLETED,NONE,ZERO
NONE,XSTANDARD,CONTACT,NONE,ZERO
NONE,XSTANDARD,CREATED,NONE,ZERO
NONE,XSTANDARD,DESCRIPTION,NONE,ZERO
NONE,XSTANDARD,DTEND,NONE,ZERO
NONE,XSTANDARD,DTSTAMP,NONE,ZERO
NONE,XSTANDARD,DTSTART,NONE,ONE
NONE,XSTANDARD,DUE,NONE,ZERO
NONE,XSTANDARD,DURATION,NONE,ZERO
NONE,XSTANDARD,EXDATE,NONE,ZERO
NONE,XSTANDARD,EXRULE,NONE,ZERO
NONE,XSTANDARD,FREEBUSY,NONE,ZERO
NONE,XSTANDARD,GEO,NONE,ZERO
NONE,XSTANDARD,LASTMODIFIED,NONE,ZERO
NONE,XSTANDARD,LOCATION,NONE,ZERO
NONE,XSTANDARD,METHOD,NONE,ZERO
NONE,XSTANDARD,ORGANIZER,NONE,ZERO
NONE,XSTANDARD,PERCENTCOMPLETE,NONE,ZERO
NONE,XSTANDARD,PRIORITY,NONE,ZERO
NONE,XSTANDARD,PRODID,NONE,ZERO
NONE,XSTANDARD,RDATE,NONE,ZEROPLUS
NONE,XSTANDARD,RECURRENCEID,NONE,ZERO
NONE,XSTANDARD,RELATEDTO,NONE,ZERO
NONE,XSTANDARD,REPEAT,NONE,ZERO
NONE,XSTANDARD,REQUESTSTATUS,NONE,ZERO
NONE,XSTANDARD,RESOURCES,NONE,ZERO
NONE,XSTANDARD,RRULE,NONE,ZEROPLUS
NONE,XSTANDARD,SEQUENCE,NONE,ZERO
NONE,XSTANDARD,STATUS,NONE,ZERO
NONE,XSTANDARD,SUMMARY,NONE,ZERO
NONE,XSTANDARD,TRANSP,NONE,ZERO
NONE,XSTANDARD,TRIGGER,NONE,ZERO
NONE,XSTANDARD,TZID,NONE,ZERO
NONE,XSTANDARD,TZNAME,NONE,ZEROPLUS
NONE,XSTANDARD,TZOFFSETFROM,NONE,ONE
NONE,XSTANDARD,TZOFFSETTO,NONE,ONE
NONE,XSTANDARD,TZURL,NONE,ZERO
NONE,XSTANDARD,UID,NONE,ZERO
NONE,XSTANDARD,URL,NONE,ZERO
NONE,XSTANDARD,VERSION,NONE,ZERO
NONE,XSTANDARD,X,NONE,ZEROPLUS
NONE,XDAYLIGHT,ACTION,NONE,ZERO
NONE,XDAYLIGHT,ATTACH,NONE,ZERO
NONE,XDAYLIGHT,ATTENDEE,NONE,ZERO
NONE,XDAYLIGHT,CALSCALE,NONE,ZERO
NONE,XDAYLIGHT,CATEGORIES,NONE,ZERO
NONE,XDAYLIGHT,CLASS,NONE,ZERO
NONE,XDAYLIGHT,COMMENT,NONE,ZEROPLUS
NONE,XDAYLIGHT,COMPLETED,NONE,ZERO
NONE,XDAYLIGHT,CONTACT,NONE,ZERO
NONE,XDAYLIGHT,CREATED,NONE,ZERO
NONE,XDAYLIGHT,DESCRIPTION,NONE,ZERO
NONE,XDAYLIGHT,DTEND,NONE,ZERO
NONE,XDAYLIGHT,DTSTAMP,NONE,ZERO
NONE,XDAYLIGHT,DTSTART,NONE,ONE
NONE,XDAYLIGHT,DUE,NONE,ZERO
NONE,XDAYLIGHT,DURATION,NONE,ZERO
NONE,XDAYLIGHT,EXDATE,NONE,ZERO
NONE,XDAYLIGHT,EXRULE,NONE,ZERO
NONE,XDAYLIGHT,FREEBUSY,NONE,ZERO
NONE,XDAYLIGHT,GEO,NONE,ZERO
NONE,XDAYLIGHT,LASTMODIFIED,NONE,ZERO
NONE,XDAYLIGHT,LOCATION,NONE,ZERO
NONE,XDAYLIGHT,METHOD,NONE,ZERO
NONE,XDAYLIGHT,ORGANIZER,NONE,ZERO
NONE,XDAYLIGHT,PERCENTCOMPLETE,NONE,ZERO
NONE,XDAYLIGHT,PRIORITY,NONE,ZERO
NONE,XDAYLIGHT,PRODID,NONE,ZERO
NONE,XDAYLIGHT,RDATE,NONE,ZEROPLUS
NONE,XDAYLIGHT,RECURRENCEID,NONE,ZERO
NONE,XDAYLIGHT,RELATEDTO,NONE,ZERO
NONE,XDAYLIGHT,REPEAT,NONE,ZERO
NONE,XDAYLIGHT,REQUESTSTATUS,NONE,ZERO
NONE,XDAYLIGHT,RESOURCES,NONE,ZERO
NONE,XDAYLIGHT,RRULE,NONE,ZEROPLUS
NONE,XDAYLIGHT,SEQUENCE,NONE,ZERO
NONE,XDAYLIGHT,STATUS,NONE,ZERO
NONE,XDAYLIGHT,SUMMARY,NONE,ZERO
NONE,XDAYLIGHT,TRANSP,NONE,ZERO
NONE,XDAYLIGHT,TRIGGER,NONE,ZERO
NONE,XDAYLIGHT,TZID,NONE,ZERO
NONE,XDAYLIGHT,TZNAME,NONE,ZEROPLUS
NONE,XDAYLIGHT,TZOFFSETFROM,NONE,ONE
NONE,XDAYLIGHT,TZOFFSETTO,NONE,ONE
NONE,XDAYLIGHT,TZURL,NONE,ZERO
NONE,XDAYLIGHT,UID,NONE,ZERO
NONE,XDAYLIGHT,URL,NONE,ZERO
NONE,XDAYLIGHT,VERSION,NONE,ZERO
NONE,XDAYLIGHT,X,NONE,ZEROPLUS
NONE,XAUDIOALARM,ACTION,NONE,ONE
NONE,XAUDIOALARM,ATTACH,NONE,ZEROORONE
NONE,XAUDIOALARM,ATTENDEE,NONE,ZERO
NONE,XAUDIOALARM,CALSCALE,NONE,ZERO
NONE,XAUDIOALARM,CATEGORIES,NONE,ZERO
NONE,XAUDIOALARM,CLASS,NONE,ZERO
NONE,XAUDIOALARM,COMMENT,NONE,ZERO
NONE,XAUDIOALARM,COMPLETED,NONE,ZERO
NONE,XAUDIOALARM,CONTACT,NONE,ZERO
NONE,XAUDIOALARM,CREATED,NONE,ZERO
NONE,XAUDIOALARM,DESCRIPTION,NONE,ZERO
NONE,XAUDIOALARM,DTEND,NONE,ZERO
NONE,XAUDIOALARM,DTSTAMP,NONE,ZERO
NONE,XAUDIOALARM,DTSTART,NONE,ZERO
NONE,XAUDIOALARM,DUE,NONE,ZERO
NONE,XAUDIOALARM,DURATION,NONE,ONEMUTUAL,must_have_repeat
NONE,XAUDIOALARM,REPEAT,NONE,ONEMUTUAL,must_have_duration
NONE,XAUDIOALARM,EXDATE,NONE,ZERO
NONE,XAUDIOALARM,EXRULE,NONE,ZERO
NONE,XAUDIOALARM,FREEBUSY,NONE,ZERO
NONE,XAUDIOALARM,GEO,NONE,ZERO
NONE,XAUDIOALARM,LASTMODIFIED,NONE,ZERO
NONE,XAUDIOALARM,LOCATION,NONE,ZERO
NONE,XAUDIOALARM,METHOD,NONE,ZERO
NONE,XAUDIOALARM,ORGANIZER,NONE,ZERO
NONE,XAUDIOALARM,PERCENTCOMPLETE,NONE,ZERO
NONE,XAUDIOALARM,PRIORITY,NONE,ZERO
NONE,XAUDIOALARM,PRODID,NONE,ZERO
NONE,XAUDIOALARM,RDATE,NONE,ZERO
NONE,XAUDIOALARM,RECURRENCEID,NONE,ZERO
NONE,XAUDIOALARM,RELATEDTO,NONE,ZERO
NONE,XAUDIOALARM,REQUESTSTATUS,NONE,ZERO
NONE,XAUDIOALARM,RESOURCES,NONE,ZERO
NONE,XAUDIOALARM,RRULE,NONE,ZERO
NONE,XAUDIOALARM,SEQUENCE,NONE,ZERO
NONE,XAUDIOALARM,STATUS,NONE,ZERO
NONE,XAUDIOALARM,SUMMARY,NONE,ZERO
NONE,XAUDIOALARM,TRANSP,NONE,ZERO
NONE,XAUDIOALARM,TRIGGER,NONE,ONE
NONE,XAUDIOALARM,TZID,NONE,ZERO
NONE,XAUDIOALARM,TZNAME,NONE,ZERO
NONE,XAUDIOALARM,TZOFFSETFROM,NONE,ZERO
NONE,XAUDIOALARM,TZOFFSETTO,NONE,ZERO
NONE,XAUDIOALARM,TZURL,NONE,ZERO
NONE,XAUDIOALARM,UID,NONE,ZERO
NONE,XAUDIOALARM,URL,NONE,ZERO
NONE,XAUDIOALARM,VERSION,NONE,ZERO
NONE,XAUDIOALARM,X,NONE,ZEROPLUS
NONE,XDISPLAYALARM,ACTION,NONE,ONE
NONE,XDISPLAYALARM,ATTACH,NONE,ZERO
NONE,XDISPLAYALARM,ATTENDEE,NONE,ZERO
NONE,XDISPLAYALARM,CALSCALE,NONE,ZERO
NONE,XDISPLAYALARM,CATEGORIES,NONE,ZERO
NONE,XDISPLAYALARM,CLASS,NONE,ZERO
NONE,XDISPLAYALARM,COMMENT,NONE,ZERO
NONE,XDISPLAYALARM,COMPLETED,NONE,ZERO
NONE,XDISPLAYALARM,CONTACT,NONE,ZERO
NONE,XDISPLAYALARM,CREATED,NONE,ZERO
NONE,XDISPLAYALARM,DESCRIPTION,NONE,ONE
NONE,XDISPLAYALARM,DTEND,NONE,ZERO
NONE,XDISPLAYALARM,DTSTAMP,NONE,ZERO
NONE,XDISPLAYALARM,DTSTART,NONE,ZERO
NONE,XDISPLAYALARM,DUE,NONE,ZERO
NONE,XDISPLAYALARM,DURATION,NONE,ONEMUTUAL,must_have_repeat
NONE,XDISPLAYALARM,REPEAT,NONE,ONEMUTUAL,must_have_duration
NONE,XDISPLAYALARM,EXDATE,NONE,ZERO
NONE,XDISPLAYALARM,EXRULE,NONE,ZERO
NONE,XDISPLAYALARM,FREEBUSY,NONE,ZERO
NONE,XDISPLAYALARM,GEO,NONE,ZERO
NONE,XDISPLAYALARM,LASTMODIFIED,NONE,ZERO
NONE,XDISPLAYALARM,LOCATION,NONE,ZERO
NONE,XDISPLAYALARM,METHOD,NONE,ZERO
NONE,XDISPLAYALARM,ORGANIZER,NONE,ZERO
NONE,XDISPLAYALARM,PERCENTCOMPLETE,NONE,ZERO
NONE,XDISPLAYALARM,PRIORITY,NONE,ZERO
NONE,XDISPLAYALARM,PRODID,NONE,ZERO
NONE,XDISPLAYALARM,RDATE,NONE,ZERO
NONE,XDISPLAYALARM,RECURRENCEID,NONE,ZERO
NONE,XDISPLAYALARM,RELATEDTO,NONE,ZERO
NONE,XDISPLAYALARM,REQUESTSTATUS,NONE,ZERO
NONE,XDISPLAYALARM,RESOURCES,NONE,ZERO
NONE,XDISPLAYALARM,RRULE,NONE,ZERO
NONE,XDISPLAYALARM,SEQUENCE,NONE,ZERO
NONE,XDISPLAYALARM,STATUS,NONE,ZERO
NONE,XDISPLAYALARM,SUMMARY,NONE,ZERO
NONE,XDISPLAYALARM,TRANSP,NONE,ZERO
NONE,XDISPLAYALARM,TRIGGER,NONE,ONE
NONE,XDISPLAYALARM,TZID,NONE,ZERO
NONE,XDISPLAYALARM,TZNAME,NONE,ZERO
NONE,XDISPLAYALARM,TZOFFSETFROM,NONE,ZERO
NONE,XDISPLAYALARM,TZOFFSETTO,NONE,ZERO
NONE,XDISPLAYALARM,TZURL,NONE,ZERO
NONE,XDISPLAYALARM,UID,NONE,ZERO
NONE,XDISPLAYALARM,URL,NONE,ZERO
NONE,XDISPLAYALARM,VERSION,NONE,ZERO
NONE,XDISPLAYALARM,X,NONE,ZEROPLUS
NONE,XEMAILALARM,ACTION,NONE,ONE
NONE,XEMAILALARM,ATTACH,NONE,ZEROPLUS
NONE,XEMAILALARM,ATTENDEE,NONE,ONEPLUS
NONE,XEMAILALARM,CALSCALE,NONE,ZERO
NONE,XEMAILALARM,CATEGORIES,NONE,ZERO
NONE,XEMAILALARM,CLASS,NONE,ZERO
NONE,XEMAILALARM,COMMENT,NONE,ZERO
NONE,XEMAILALARM,COMPLETED,NONE,ZERO
NONE,XEMAILALARM,CONTACT,NONE,ZERO
NONE,XEMAILALARM,CREATED,NONE,ZERO
NONE,XEMAILALARM,DESCRIPTION,NONE,ONE
NONE,XEMAILALARM,DTEND,NONE,ZERO
NONE,XEMAILALARM,DTSTAMP,NONE,ZERO
NONE,XEMAILALARM,DTSTART,NONE,ZERO
NONE,XEMAILALARM,DUE,NONE,ZERO
NONE,XEMAILALARM,DURATION,NONE,ONEMUTUAL,must_have_repeat
NONE,XEMAILALARM,REPEAT,NONE,ONEMUTUAL,must_have_duration
NONE,XEMAILALARM,EXDATE,NONE,ZERO
NONE,XEMAILALARM,EXRULE,NONE,ZERO
NONE,XEMAILALARM,FREEBUSY,NONE,ZERO
NONE,XEMAILALARM,GEO,NONE,ZERO
NONE,XEMAILALARM,LASTMODIFIED,NONE,ZERO
NONE,XEMAILALARM,LOCATION,NONE,ZERO
NONE,XEMAILALARM,METHOD,NONE,ZERO
NONE,XEMAILALARM,ORGANIZER,NONE,ZERO
NONE,XEMAILALARM,PERCENTCOMPLETE,NONE,ZERO
NONE,XEMAILALARM,PRIORITY,NONE,ZERO
NONE,XEMAILALARM,PRODID,NONE,ZERO
NONE,XEMAILALARM,RDATE,NONE,ZERO
NONE,XEMAILALARM,RECURRENCEID,NONE,ZERO
NONE,XEMAILALARM,RELATEDTO,NONE,ZERO
NONE,XEMAILALARM,REQUESTSTATUS,NONE,ZERO
NONE,XEMAILALARM,RESOURCES,NONE,ZERO
NONE,XEMAILALARM,RRULE,NONE,ZERO
NONE,XEMAILALARM,SEQUENCE,NONE,ZERO
NONE,XEMAILALARM,STATUS,NONE,ZERO
NONE,XEMAILALARM,SUMMARY,NONE,ONE
NONE,XEMAILALARM,TRANSP,NONE,ZERO
NONE,XEMAILALARM,TRIGGER,NONE,ONE
NONE,XEMAILALARM,TZID,NONE,ZERO
NONE,XEMAILALARM,TZNAME,NONE,ZERO
NONE,XEMAILALARM,TZOFFSETFROM,NONE,ZERO
NONE,XEMAILALARM,TZOFFSETTO,NONE,ZERO
NONE,XEMAILALARM,TZURL,NONE,ZERO
NONE,XEMAILALARM,UID,NONE,ZERO
NONE,XEMAILALARM,URL,NONE,ZERO
NONE,XEMAILALARM,VERSION,NONE,ZERO
NONE,XEMAILALARM,X,NONE,ZEROPLUS
NONE,XPROCEDUREALARM,ACTION,NONE,ONE
NONE,XPROCEDUREALARM,ATTACH,NONE,ZEROORONE
NONE,XPROCEDUREALARM,ATTENDEE,NONE,ZERO
NONE,XPROCEDUREALARM,CALSCALE,NONE,ZERO
NONE,XPROCEDUREALARM,CATEGORIES,NONE,ZERO
NONE,XPROCEDUREALARM,CLASS,NONE,ZERO
NONE,XPROCEDUREALARM,COMMENT,NONE,ZERO
NONE,XPROCEDUREALARM,COMPLETED,NONE,ZERO
NONE,XPROCEDUREALARM,CONTACT,NONE,ZERO
NONE,XPROCEDUREALARM,CREATED,NONE,ZERO
NONE,XPROCEDUREALARM,DESCRIPTION,NONE,ZEROORONE
NONE,XPROCEDUREALARM,DTEND,NONE,ZERO
NONE,XPROCEDUREALARM,DTSTAMP,NONE,ZERO
NONE,XPROCEDUREALARM,DTSTART,NONE,ZERO
NONE,XPROCEDUREALARM,DUE,NONE,ZERO
NONE,XPROCEDUREALARM,DURATION,NONE,ONEMUTUAL,must_have_repeat
NONE,XPROCEDUREALARM,REPEAT,NONE,ONEMUTUAL,must_have_duration
NONE,XPROCEDUREALARM,EXDATE,NONE,ZERO
NONE,XPROCEDUREALARM,EXRULE,NONE,ZERO
NONE,XPROCEDUREALARM,FREEBUSY,NONE,ZERO
NONE,XPROCEDUREALARM,GEO,NONE,ZERO
NONE,XPROCEDUREALARM,LASTMODIFIED,NONE,ZERO
NONE,XPROCEDUREALARM,LOCATION,NONE,ZERO
NONE,XPROCEDUREALARM,METHOD,NONE,ZERO
NONE,XPROCEDUREALARM,ORGANIZER,NONE,ZERO
NONE,XPROCEDUREALARM,PERCENTCOMPLETE,NONE,ZERO
NONE,XPROCEDUREALARM,PRIORITY,NONE,ZERO
NONE,XPROCEDUREALARM,PRODID,NONE,ZERO
NONE,XPROCEDUREALARM,RDATE,NONE,ZERO
NONE,XPROCEDUREALARM,RECURRENCEID,NONE,ZERO
NONE,XPROCEDUREALARM,RELATEDTO,NONE,ZERO
NONE,XPROCEDUREALARM,REQUESTSTATUS,NONE,ZERO
NONE,XPROCEDUREALARM,RESOURCES,NONE,ZERO
NONE,XPROCEDUREALARM,RRULE,NONE,ZERO
NONE,XPROCEDUREALARM,SEQUENCE,NONE,ZERO
NONE,XPROCEDUREALARM,STATUS,NONE,ZERO
NONE,XPROCEDUREALARM,SUMMARY,NONE,ZERO
NONE,XPROCEDUREALARM,TRANSP,NONE,ZERO
NONE,XPROCEDUREALARM,TRIGGER,NONE,ONE
NONE,XPROCEDUREALARM,TZID,NONE,ZERO
NONE,XPROCEDUREALARM,TZNAME,NONE,ZERO
NONE,XPROCEDUREALARM,TZOFFSETFROM,NONE,ZERO
NONE,XPROCEDUREALARM,TZOFFSETTO,NONE,ZERO
NONE,XPROCEDUREALARM,TZURL,NONE,ZERO
NONE,XPROCEDUREALARM,UID,NONE,ZERO
NONE,XPROCEDUREALARM,URL,NONE,ZERO
NONE,XPROCEDUREALARM,VERSION,NONE,ZERO
NONE,XPROCEDUREALARM,X,NONE,ZEROPLUS
